序号,简体,拼音,繁体,笔画,五行,姓氏
805,斥,chi,斥,5,金,否
806,赤,chi,赤,7,金,是
807,饬,chi,飭,13,金,否
808,抶,chi,抶,9,火,否
809,炽,chi,熾,16,火,否
810,翅,chi,翄,10,金,否
811,敕,chi,勅,11,火,否
812,啻,chi,啻,12,金,否
813,傺,chi,傺,13,金,否
814,憏,chi,憏,15,火,否
815,瘛,chi,瘛,15,金,否
816,充,chong,充,6,土,是
817,冲,chong,衝,15,金,否
818,忡,chong,忡,8,金,否
819,茺,chong,茺,12,木,否
820,翀,chong,翀,10,火,否
821,舂,chong,舂,11,金,否
822,憃,chong,憃,15,火,否
823,憧,chong,憧,16,金,否
824,艟,chong,艟,18,金,否
825,虫,chong,蟲,18,火,是
826,崇,chong,崇,11,金,是
827,宠,chong,寵,19,金,否
828,铳,chong,銃,14,金,否
829,抽,chou,抽,9,火,否
830,紬,chou,紬,11,金,否
831,搊,chou,搊,14,金,否
832,瘳,chou,瘳,16,金,否
833,篘,chou,篘,16,木,否
834,犨,chou,犨,20,金,否
835,仇,chou、qiu,讎,4,金,是
836,俦,chou,儔,16,火,是
837,帱,chou,幬,17,金,否
838,惆,chou,惆,12,金,否
839,绸,chou,綢,14,金,否
840,畴,chou,疇,19,金,是
841,愁,chou,愁,13,金,否
842,稠,chou,稠,13,金,是
843,筹,chou,籌,20,木,否
844,裯,chou,裯,14,金,否
845,酬,chou,醻,13,金,否
846,踌,chou,躊,21,火,否
847,懤,chou,懤,18,金,否
848,雠,chou,讎,23,火,是
849,丑,chou,醜,17,火,是
850,偢,chou、qiao,偢,11,金,否
851,瞅,chou,矁,14,火,否
852,臭,chou、xiu,臭,10,水,否
853,殠,chou,殠,14,金,否
854,出,chu,出,5,金,否
855,初,chu,初,8,金,否
856,摴,chu,摴,15,金,否
857,樗,chu,樗,15,木,是
858,刍,chu,芻,10,金,否
859,除,chu,除,15,火,否
860,厨,chu,廚,15,金,是
861,滁,chu,滁,13,水,否
862,锄,chu,鋤,15,金,否
863,蜍,chu,蜍,13,金,否
864,雏,chu、ju,雛,18,金,是
865,橱,chu,橱,19,木,否
866,幮,chu,幮,18,金,否
867,躇,chu,躇,21,金,否
868,蹰,chu,蹰,22,金,否
869,杵,chu,杵,8,木,否
870,础,chu,礎,18,土,否
871,储,chu,儲,18,金,是
872,楮,chu,楮,12,木,否
873,楚,chu,楚,13,金,是
874,褚,chu、zhu,褚,15,火,是
875,齼,chu,齼,28,金,否
876,亍,chu,亍,3,金,否
877,处,chu,處,11,金,是
878,怵,chu,怵,9,金,否
879,绌,chu,絀,11,金,否
880,俶,chu,俶,10,金,否
881,搐,chu,搐,14,金,否
882,滀,chu、xu,滀,14,水,否
883,触,chu,觸,20,金,是
884,諔,chu,諔,15,金,否
885,憷,chu,憷,17,金,否
886,歜,chu,歜,17,金,是
887,黜,chu,黜,17,金,否
888,矗,chu,矗,24,金,否
889,搋,chuai,搋,14,金,否
890,膗,chuai,膗,17,金,否
891,揣,chuai,揣,13,金,否
892,啜,chuai、chuo,啜,11,金,否
893,嘬,chuai,嘬,15,金,否
894,踹,chuai,踹,16,金,否
895,川,chuan,川,3,金,是
896,氚,chuan,氚,7,金,否
897,穿,chuan,穿,9,金,是
898,传,chuan、zhuan,傳,13,火,否
899,舡,chuan,舡,9,金,是
900,船,chuan,舩,11,金,是
901,遄,chuan,遄,16,金,否
902,椽,chuan,椽,14,木,否
903,歂,chuan,歂,13,金,是
904,篅,chuan,圌,12,木,否
905,舛,chuan,舛,6,金,否
906,荈,chuan,荈,12,木,否
907,喘,chuan,喘,12,金,否
908,僢,chuan,僢,14,金,否
909,串,chuan、guan,串,7,金,否
910,钏,chuan,釧,11,金,否
911,疮,chuang,瘡,15,金,否
912,窗,chuang,窻,12,金,否
913,摐,chuang,摐,15,金,否
914,床,chuang,牀,7,木,否
915,噇,chuang,噇,15,金,否
916,创,chuang,創,12,金,否
917,怆,chuang,愴,14,金,否
918,吹,chui,吹,7,金,否
919,炊,chui,炊,8,火,是
920,垂,chui,垂,8,金,是
921,陲,chui,陲,16,金,否
922,捶,chui,搥,12,金,否
923,菙,chui,菙,14,木,否
924,棰,chui,箠,12,木,否
925,槌,chui,槌,18,木,否
926,锤,chui,錘,16,金,是
927,春,chun,萅,9,金,是
928,堾,chun,堾,11,土,否
929,椿,chun,椿,13,木,否
930,蝽,chun,蝽,15,水,否
931,輴,chun,輴,16,金,否
932,鰆,chun,鰆,20,金,否
933,纯,chun,純,10,金,是
934,唇,chun,脣,11,水,否
935,莼,chun,蒓,16,木,否
936,淳,chun,湻,12,水,是
937,鹑,chun,鶉,19,水,否
938,漘,chun,漘,15,水,否
939,醇,chun,醕,15,水,否
940,錞,chun,錞,16,金,否
941,踳,chuan,踳,15,金,否
942,蠢,chun,惷,13,金,否
943,踔,chuo,踔,15,火,否
944,戳,chuo,戳,18,火,否
945,辵,chuo,辵,7,火,否
946,娖,chuo,娖,10,火,否
947,绰,chuo、chao,綽,14,火,是
948,逴,chuo,逴,15,火,否
949,辍,chuo,輟,15,火,否
950,龊,chuo,齪,22,火,否
951,歠,chuo,歠,19,火,否
952,呲,ci,齜,21,金,否
953,玼,ci,玼,11,金,否
954,疵,ci,疵,11,金,否
955,骴,ci,髊,19,火,否
956,词,ci,詞,12,金,否
957,祠,ci,祠,10,金,否
958,茈,ci,茈,12,木,否
959,茨,ci、zi,茨,12,木,是
960,瓷,ci,甆,11,金,否
961,寸,cun,寸,3,金,否
962,搓,cuo,搓,13,金,否
963,磋,cuo,磋,15,土,否
964,撮,cuo,撮,16,金,否
965,蹉,cuo,蹉,16,金,否
966,嵯,cuo,嵯,12,金,否
967,痤,cuo,痤,12,金,否
968,矬,cuo,矬,12,金,否
969,鹾,cuo,鹺,16,金,否
970,脞,cuo,脞,13,金,否
971,厝,cuo、ji,厝,10,金,是
972,挫,cuo,挫,11,金,否
973,措,cuo,措,12,金,是
974,锉,cuo,銼,15,金,否
975,错,cuo,錯,16,金,是
976,哒,da,噠,19,火,否
977,耷,da,耷,8,火,否
978,搭,da,搭,13,火,否
979,嗒,da,嗒,12,火,否
980,褡,da,褡,15,火,否
981,达,da,達,16,火,是
982,妲,da,妲,8,火,否
983,怛,da,怛,9,火,否
984,沓,da、ta,沓,8,火,是
985,笪,da,笪,11,木,否
986,答,da,答,12,木,是
987,瘩,da,瘩,14,火,否
988,靼,da,靼,13,火,否
989,鞑,da,韃,24,火,否
990,打,da,打,6,火,否
991,大,da,大,3,火,是
992,呆,dai、bao,獃,14,水,是
993,呔,dai,呔,7,火,否
994,歹,dai、e,歹,4,水,否
995,傣,dai,傣,12,火,是
996,代,dai,代,5,火,是
997,岱,dai,岱,8,火,是
998,甙,dai,甙,7,火,否
999,绐,dai,紿,11,火,否
1000,迨,dai,迨,13,火,否
1001,带,dai,帶,11,火,是
1002,待,dai,待,9,火,否
1003,怠,dai,怠,9,火,否
1004,殆,dai,殆,9,火,否
1005,玳,dai,玳,10,火,否
1006,贷,dai,貸,12,火,是
1007,埭,dai,埭,11,土,否
1008,袋,dai,袋,11,火,否
1009,逮,dai,逮,15,火,是
1010,戴,dai,戴,18,火,是
1011,黛,dai,黱,17,火,否
1012,丹,dan,丹,4,火,是
1013,单,chan、dan,單,12,火,是
1014,担,dan,擔,17,火,否
1015,眈,dan,眈,9,火,是
1016,耽,dan,耽,10,火,是
1017,郸,dan,鄲,20,火,是
1018,聃,dan,耼,11,火,是
1019,殚,dan,殫,16,火,否
1020,瘅,dan,癉,17,火,否
1021,箪,dan,簞,18,木,否
1022,儋,dan,儋,15,火,是
1023,胆,dan,膽,11,火,是
1024,疸,da、dan,疸,10,火,否
1025,紞,dan,紞,10,火,否
1026,圩,wei、xu,圩,6,土,否
1027,围,wei,圍,12,土,是
1028,帏,wei,幃,12,土,否
1029,沩,wei,潙,16,水,否
1030,违,wei,違,16,土,否
1031,闱,wei,闈,17,土,否
1032,桅,wei,桅,10,木,否
1033,涠,wei,潿,16,水,否
1034,唯,wei,唯,11,土,是
1035,帷,wei,帷,11,土,否
1036,惟,wei,惟,12,土,是
1037,维,wei,維,14,土,是
1038,嵬,wei,嵬,13,土,是
1039,湋,wei,湋,13,水,否
1040,潍,wei,濰,18,水,否
1041,伟,wei,偉,11,土,否
1042,伪,wei,偽,14,木,否
1043,尾,wei,尾,7,水,是
1044,纬,wei,緯,15,土,否
1045,苇,wei,葦,15,木,否
1046,委,wei,委,8,土,是
1047,炜,wei,煒,13,火,否
1048,玮,wei,瑋,14,土,是
1049,洧,wei,洧,10,水,否
1050,娓,wei,娓,10,土,否
1051,诿,wei,諉,15,土,否
1052,萎,wei,萎,14,木,否
1053,隗,wei,隗,18,木,是
1054,猥,wei,猥,13,土,否
1055,蒍,wei,蒍,15,木,是
1056,痿,wei,痿,13,土,否
1057,艉,wei,艉,13,土,否
1058,韪,wei,韙,18,土,否
1059,鲔,wei,鮪,17,土,否
1060,卫,wei,衛,15,土,是
1061,未,wei,未,5,木,是
1062,位,wei,位,7,土,否
1063,味,wei、mei,味,8,水,是
1064,畏,wei,畏,9,土,否
1065,胃,wei,胃,9,土,否
1066,尉,wei、yu,尉,11,土,是
1067,谓,wei,謂,16,土,否
1068,喂,wei,餵,12,土,否
1069,渭,wei,渭,13,水,是
1070,猬,wei,蝟,13,土,否
1071,蔚,wei、yu,蔚,17,木,是
1072,慰,wei,慰,15,土,是
1073,魏,wei,魏,18,木,是
1074,温,wen,温,13,土,是
1075,瘟,wen,瘟,14,水,否
1076,文,wen,文,4,水,是
1077,纹,wen,紋,10,水,否
1078,闻,wen,聞,14,水,是
1079,蚊,wen,蚊,10,水,否
1080,阌,wen,閿,16,水,否
1081,雯,wen,雯,12,水,否
1082,刎,wen,刎,6,金,否
1083,吻,wen,肳,7,金,否
1084,紊,wen,紊,10,金,否
1085,稳,wen,穩,19,土,否
1086,问,wen,問,11,金,否
1087,汶,wen,汶,8,水,是
1088,璺,wen,璺,20,金,否
1089,翁,weng,翁,10,土,是
1090,嗡,weng,嗡,13,土,否
1091,朱,zhu,朱,6,木,是
1092,侏,zhu,侏,8,金,否
1093,诛,zhu,誅,13,金,否
1094,邾,zhu,邾,13,金,是
1095,洙,zhu,洙,10,水,是
1096,茱,zhu,茱,12,木,否
1097,株,zhu,株,10,木,否
1098,珠,zhu,珠,11,金,否
1099,诸,zhu,諸,16,金,是
1100,猪,zhu,猪,16,火,否
1101,铢,zhu,銖,14,金,否
1102,蛛,zhu,蛛,12,金,否
1103,槠,zhu,櫧,20,木,否
1104,潴,zhu,潴,20,水,否
1105,橥,zhu,橥,20,木,否
1106,竹,zhu,竹,6,木,是
1107,竺,zhu,竺,8,木,是
1108,烛,zhu,燭,17,火,是
1109,逐,zhu,逐,14,火,否
1110,舳,zhu、zhou,舳,11,火,否
1111,瘃,zhu,瘃,13,金,否
1112,躅,zhu,躅,20,火,否
1113,主,zhu,主,5,金,是
1114,拄,zhu,拄,9,金,否
1115,渚,zhu,渚,13,水,否
1116,属,zhu、shu,屬,21,金,是
1117,煮,zhu,煑,13,水,否
1118,嘱,zhu,囑,15,金,否
1119,麈,zhu,麈,16,金,否
1120,瞩,zhu,矚,17,金,否
1121,伫,zhu,佇,7,金,否
1122,住,zhu,住,7,火,是
1123,助,zhu,助,7,金,否
1124,苎,zhu,苧,11,木,否
1125,杼,zhu,杼,8,木,否
1126,注,zhu,注,9,水,是
1127,贮,zhu,貯,12,金,否
1128,驻,zhu,駐,15,火,否
1129,柱,zhu,柱,9,木,是
1130,炷,zhu,炷,9,火,否
1131,祝,zhu,祝,10,火,是
1132,疰,zhu,疰,10,金,否
1133,著,zhu,著,15,木,是
1134,蛀,zhu,蛀,11,金,否
1135,筑,zhu,築,16,木,是
1136,铸,zhu,鑄,22,金,是
1137,箸,zhu,筯,15,木,否
1138,翥,zhu,翥,15,金,否
1139,抓,zhua,抓,8,金,否
1140,爪,zhua、zhao,爪,4,金,是
1141,拽,zhuai、ye,拽,10,金,否
1142,专,zhuan,專,11,金,是
1143,砖,zhuan,磚,16,土,否
1144,颛,zhuan,顓,18,金,是
1145,转,zhuan、zhuai,轉,18,火,是
1146,啭,zhuan,囀,21,火,否
1147,赚,zhuan,賺,17,木,否
1148,撰,zhuan,撰,16,火,否
1149,篆,zhuan,篆,16,木,否
1150,馔,zhuan,饌,21,火,否
1151,妆,zhuang,妝,7,金,否
1152,庄,zhuang,莊,13,金,是
1153,桩,zhuang,樁,17,木,否
1154,装,zhuang,裝,13,金,否
1155,壮,zhuang,壯,7,金,是
1156,慈,ci,慈,14,金,是
1157,辞,ci,辭,19,金,否
1158,磁,ci,磁,15,土,否
1159,雌,ci,雌,14,金,否
1160,鹚,ci,鷀,21,金,否
1161,糍,ci,餈,16,金,否
1162,薋,ci,薋,19,木,否
1163,此,ci,此,6,金,否
1164,佌,ci,佌,8,金,否
1165,泚,ci,泚,10,水,否
1166,跐,ci,跐,13,金,否
1167,次,ci,次,6,金,是
1168,佽,ci,佽,8,火,是
1169,刺,ci,刺,8,金,是
1170,赐,ci,賜,15,金,是
1171,从,cong,従,11,火,是
1172,匆,cong,怱,9,水,否
1173,苁,cong,蓯,17,木,否
1174,枞,cong、zong,樅,15,木,否
1175,葱,cong,蔥,17,木,否
1176,骢,cong,驄,21,金,否
1177,璁,cong,璁,16,金,否
1178,聪,cong,聰,17,金,否
1179,丛,cong,叢,18,火,否
1180,淙,cong,淙,12,水,否
1181,琮,cong,琮,13,金,否
1182,凑,cou,凑,11,火,否
1183,腠,cou,腠,15,火,否
1184,辏,cou,輳,16,火,否
1185,粗,cu,麤,11,金,否
1186,徂,cu,徂,8,火,否
1187,殂,cu,殂,9,金,否
1188,促,cu,促,9,金,否
1189,猝,cu,猝,12,金,否
1190,酢,cu、zu,酢,12,金,否
1191,蔟,cu,蔟,17,木,否
1192,醋,cu,醋,15,金,否
1193,簇,cu,簇,17,木,否
1194,蹙,cu,蹙,18,金,否
1195,蹴,cu,蹵,19,金,否
1196,汆,cuan,汆,6,金,否
1197,撺,cuan,攛,22,金,否
1198,镩,cuan,鑹,26,金,否
1199,蹿,cuan,躥,25,金,否
1200,欑,cuan,欑,23,木,否
1201,窜,cuan,竄,18,金,否
1202,篡,cuan,篡,20,木,否
1203,爨,cuan,爨,30,金,是
1204,崔,cui,崔,11,木,是
1205,催,cui,催,13,金,否
1206,摧,cui,摧,15,金,否
1207,榱,cui,榱,13,木,否
1208,璀,cui,璀,16,金,否
1209,脆,cui,脆,10,金,否
1210,啐,cui,啐,11,金,否
1211,悴,cui,悴,12,金,否
1212,淬,cui,淬,12,水,否
1213,萃,cui,萃,14,木,是
1214,毳,cui,毳,12,金,否
1215,瘁,cui,瘁,13,金,否
1216,粹,cui,粹,14,金,否
1217,翠,cui,翠,14,金,是
1218,村,cun,邨,7,木,否
1219,皴,cun,皴,12,金,否
1220,存,cun,存,6,金,否
1221,忖,cun,忖,7,金,是
1222,掸,dan,撣,16,火,否
1223,亶,dan、chan,亶,13,火,是
1224,旦,dan,旦,5,火,否
1225,但,dan,但,7,火,否
1226,诞,dan,誕,14,土,否
1227,啖,dan,啗,11,火,是
1228,弹,dan,彈,15,火,否
1229,惮,dan,憚,16,火,否
1230,淡,dan,淡,12,水,否
1231,萏,dan,萏,14,木,否
1232,蛋,dan,蛋,11,火,否
1233,氮,dan,氮,12,火,否
1234,澹,dan,澹,17,水,否
1235,当,dang,當,13,火,是
1236,裆,dang,襠,19,火,否
1237,挡,dang,擋,17,火,否
1238,党,dang,黨,20,火,是
1239,谠,dang,讜,27,火,否
1240,凼,dang,凼,6,水,否
1241,宕,dang,宕,8,火,是
1242,砀,dang,碭,13,火,否
1243,荡,dang,蕩,18,水,是
1244,档,dang,檔,17,木,否
1245,菪,dang,菪,14,木,否
1246,刀,dao,刀,2,金,是
1247,叨,dao、tao,叨,5,火,是
1248,忉,dao,忉,6,火,否
1249,氘,dao,氘,6,火,否
1250,导,dao,導,16,火,否
1251,岛,dao,島,10,火,否
1252,倒,dao,倒,10,火,否
1253,捣,dao,搗,14,火,否
1254,祷,dao,禱,19,金,否
1255,蹈,dao,蹈,17,火,否
1256,到,dao,到,8,火,是
1257,悼,dao,悼,12,火,是
1258,焘,tao、dao,燾,18,火,否
1259,盗,dao,盗,11,火,否
1260,道,dao,道,16,火,是
1261,稻,dao,稻,15,木,是
1262,纛,dao,纛,25,火,否
1263,得,de、dei,得,11,金,是
1264,锝,de,鍀,16,金,否
1265,德,de,惪,15,火,否
1266,的,de、di,的,8,火,是
1267,灯,deng,燈,16,火,否
1268,登,deng,登,12,火,是
1269,噔,deng,噔,15,木,否
1270,簦,deng,簦,18,木,否
1271,蹬,deng,蹬,19,木,否
1272,等,deng,等,12,木,否
1273,戥,deng,戥,13,木,否
1274,邓,deng,鄧,19,火,是
1275,凳,deng,櫈,14,木,否
1276,嶝,deng,嶝,15,土,否
1277,瞪,deng,瞪,17,木,否
1278,磴,deng,磴,17,土,否
1279,镫,deng,鐙,20,金,否
1280,低,di,低,7,火,否
1281,羝,di,羝,11,火,否
1282,堤,di,隄,12,土,是
1283,嘀,di,嘀,14,火,否
1284,滴,di,滴,15,水,否
1285,镝,di,鏑,19,金,否
1286,鞮,di,鞮,18,火,是
1287,狄,di,狄,8,火,是
1288,籴,di,糴,22,火,是
1289,迪,di,迪,12,火,否
1290,敌,di,敵,15,火,否
1291,涤,di,滌,14,水,是
1292,荻,di,荻,13,木,否
1293,笛,di,笛,11,木,否
1294,觌,di,覿,12,火,否
1295,嫡,di,嫡,14,火,否
1296,氐,di,氐,5,火,是
1297,诋,di,詆,12,火,否
1298,邸,di,邸,12,火,是
1299,坻,chi、di,坻,8,土,否
1300,底,di,底,8,火,否
1301,抵,di,抵,9,火,否
1302,柢,di,柢,9,木,否
1303,砥,di,砥,10,土,否
1304,骶,di,骶,15,火,否
1305,地,di、de,地,6,土,是
1306,弟,di,弟,7,火,否
1307,玓,di,玓,8,火,否
1308,帝,di,帝,9,火,否
1309,娣,di,娣,10,火,否
1310,递,di,遞,14,火,否
1311,第,di,第,12,木,是
1312,谛,di,諦,16,火,否
1313,棣,di,棣,12,木,否
1314,睇,di,睇,12,火,否
1315,缔,di,締,15,火,否
1316,蒂,di,蔕,15,木,否
1317,碲,di,碲,14,土,否
1318,嗲,dia,嗲,13,火,否
1319,掂,dian,掂,12,火,否
1320,滇,dian,滇,14,水,是
1321,颠,dian,顛,19,金,是
1322,巅,dian,巓,22,土,否
1323,癫,dian,癲,24,火,否
1324,典,dian,典,8,火,是
1325,点,dian,點,17,水,是
1326,碘,dian,碘,13,土,否
1327,踮,dian,踮,15,火,否
1328,电,dian,電,13,火,否
1329,佃,dian,佃,7,火,否
1330,甸,dian,甸,7,火,否
1331,阽,dian,阽,12,火,否
1332,坫,dian,坫,8,土,否
1333,店,dian,店,8,火,否
1334,垫,dian,墊,14,土,是
1335,玷,dian,玷,10,火,否
1336,钿,dian,鈿,13,金,否
1337,惦,dian,惦,12,火,否
1338,淀,dian,淀,17,水,否
1339,奠,dian、zheng,奠,12,土,是
1340,殿,dian,殿,13,火,是
1341,癜,dian,癜,18,火,否
1342,簟,dian,簟,18,木,否
1343,刁,diao,刁,2,火,是
1344,叼,diao,叼,5,金,否
1345,凋,diao,凋,10,金,是
1346,貂,diao,貂,12,金,是
1347,碉,diao,碉,13,土,否
1348,雕,diao,鵰,16,金,是
1349,鲷,diao,鯛,19,火,否
1350,吊,diao,弔,4,火,否
1351,钓,diao,釣,11,金,否
1352,调,diao、tiao,調,15,火,是
1353,掉,diao,掉,12,金,否
1354,铞,diao,銱,14,金,否
1355,爹,die,爹,10,火,否
1356,跌,die,跌,12,火,否
1357,迭,die,迭,12,木,否
1358,垤,die,垤,9,土,否
1359,瓞,die,瓞,10,火,否
1360,谍,die,諜,16,火,否
1361,喋,die,啑,12,火,否
1362,堞,die,堞,12,土,否
1363,揲,die、she,揲,13,火,否
1364,耋,die,耋,12,火,否
1365,叠,die,曡,22,火,否
1366,牒,die,牒,13,火,是
1367,碟,die,碟,14,土,否
1368,蝶,die,蜨,15,火,否
1369,蹀,die,蹀,16,火,否
1370,鲽,die,鰈,20,火,否
1371,丁,ding,丁,2,火,是
1372,仃,ding,仃,4,火,否
1373,叮,ding,叮,5,火,否
1374,玎,ding,玎,7,火,否
1375,疔,ding,疔,7,火,否
1376,盯,ding,盯,7,火,否
1377,钉,ding,釘,10,金,否
1378,耵,ding,耵,8,火,否
1379,酊,ding,酊,9,火,否
1380,顶,ding,頂,11,火,否
1381,鼎,ding,鼎,13,火,是
1382,订,ding,訂,9,火,否
1383,定,ding,定,8,火,否
1384,啶,ding,啶,11,火,否
1385,腚,ding,腚,14,火,否
1386,碇,ding,矴,13,土,否
1387,锭,ding,錠,16,金,否
1388,丢,diu,丢,6,金,否
1389,铥,diu,銩,14,金,否
1390,东,dong,東,8,木,是
1391,冬,dong,冬,5,火,是
1392,咚,dong,咚,8,火,否
1393,岽,dong,岽,11,土,否
1394,鸫,dong,鶇,19,火,否
1395,董,dong,蕫,15,火,是
1396,懂,dong,懂,17,木,否
1397,蕫,dong,蕫,18,木,是
1398,动,dong,動,11,火,否
1399,冻,dong,凍,10,火,否
1400,侗,dong、tong,侗,8,火,否
1401,垌,dong、tong,垌,9,土,否
1402,峒,dong,峒,9,土,否
1403,恫,dong,恫,10,火,否
1404,栋,dong,棟,12,木,是
1405,洞,dong,洞,10,水,否
1406,胨,dong,腖,14,火,否
1407,胴,dong,胴,19,火,否
1408,硐,dong,硐,11,土,否
1409,都,dou、du,都,16,火,是
1410,兜,dou,兠,11,木,是
1411,蔸,dou,蔸,17,木,否
1412,篼,dou,篼,17,木,否
1413,斗,dou,鬥,4,火,否
1414,抖,dou,抖,8,火,否
1415,钭,dou,鈄,12,金,是
1416,陡,dou,阧,15,火,是
1417,蚪,dou,蚪,10,火,否
1418,豆,dou,豆,7,火,是
1419,郖,dou,郖,14,火,是
1420,逗,dou、zhu,逗,14,火,是
1421,痘,dou,痘,12,火,否
1422,窦,dou,竇,20,火,是
1423,嘟,du,嘟,15,金,否
1424,督,du,督,13,火,是
1425,毒,du,毒,9,金,是
1426,读,du、dou,讀,22,火,否
1427,渎,du,瀆,19,水,否
1428,椟,du,櫝,19,木,否
1429,牍,du,牘,19,金,否
1430,犊,du,犢,19,金,是
1431,黩,du,黷,27,金,否
1432,髑,du,髑,23,金,否
1433,独,du,獨,17,金,否
1434,笃,du,篤,16,木,是
1435,堵,du,堵,13,金,是
1436,赌,du,賭,16,火,否
1437,睹,du,覩,14,金,否
1438,芏,du,芏,9,木,否
1439,妒,du,妬,8,火,否
1440,杜,du,杜,7,木,是
1441,肚,du,肚,9,土,否
1442,度,du、duo,度,9,金,是
1443,渡,du,渡,13,水,否
1444,镀,du,鍍,17,金,否
1445,蠹,du,蠧,24,火,否
1446,端,duan,端,14,火,是
1447,短,duan,短,12,火,否
1448,段,duan,段,9,火,是
1449,断,duan,斷,18,火,否
1450,缎,duan,緞,15,火,否
1451,椴,duan,椴,13,木,否
1452,煅,duan,煅,13,火,否
1453,锻,duan,鍛,17,金,否
1454,簖,duan,籪,24,木,否
1455,堆,dui,堆,11,土,否
1456,队,dui,隊,17,火,否
1457,对,dui,對,14,火,否
1458,兑,dui、rui,兑,7,金,是
1459,祋,dui,祋,9,火,是
1460,怼,dui,懟,18,火,否
1461,碓,dui,碓,13,土,否
1462,憝,dui,憞,16,火,否
1463,镦,dun,鐓,20,金,否
1464,吨,dun,噸,16,火,否
1465,惇,dun,惇,12,火,否
1466,敦,dun,敦,12,火,是
1467,墩,dun,墪,15,土,否
1468,礅,dun,礅,17,土,否
1469,蹲,dun,蹲,19,火,否
1470,盹,dun,盹,9,火,否
1471,趸,dun,躉,10,火,否
1472,囤,dun,囤,7,火,否
1473,沌,dun,沌,8,水,否
1474,炖,dun,燉,16,火,否
1475,盾,dun,盾,9,火,否
1476,砘,dun,砘,9,土,否
1477,钝,dun,鈍,12,金,否
1478,顿,dun,頓,13,火,是
1479,遁,dun,遯,16,火,否
1480,多,duo,多,6,火,是
1481,咄,duo,咄,8,火,否
1482,哆,duo,哆,9,火,否
1483,裰,duo,裰,14,火,否
1484,夺,duo,奪,14,火,否
1485,铎,duo,鐸,21,金,是
1486,掇,duo,掇,12,火,否
1487,敚,duo,敚,11,火,是
1488,踱,duo,踱,16,火,否
1489,朵,duo,朶,6,木,否
1490,哚,duo,哚,9,火,否
1491,垛,duo,垜,9,土,否
1492,躲,duo,躱,13,火,否
1493,剁,duo,刴,8,火,是
1494,沲,duo,沲,9,水,否
1495,堕,duo,墮,15,土,否
1496,舵,duo,柁,11,火,否
1497,惰,duo,憜,13,火,否
1498,跺,duo,跥,13,火,否
1499,妸,e,妸,8,木,是
1500,屙,e,屙,10,木,否
1501,讹,e,訛,11,水,否
1502,俄,e,俄,9,木,是
1503,娥,e,娥,10,水,否
1504,峨,e,峩,10,土,是
1505,莪,e,莪,13,木,否
1506,锇,e,鋨,15,金,否
1507,鹅,e,鵝,18,木,是
1508,蛾,e,蛾,13,木,是
1509,额,e,額,18,木,是
1510,婀,e,婀,10,木,否
1511,厄,e,戹,4,土,否
1512,阨,ai,阨,11,火,否
1513,呃,e,呝,7,木,否
1514,扼,e,搤,8,木,否
1515,苊,e,苊,10,木,否
1516,轭,e,軛,11,木,否
1517,垩,e,惡,9,土,否
1518,恶,e、wu,惡,12,土,否
1519,饿,e,餓,16,木,否
1520,谔,e,諤,16,木,是
1521,鄂,e,鄂,16,木,是
1522,阏,e、yu、yan,閼,16,木,是
1523,愕,e,愕,13,木,否
1524,萼,e,蕚,16,木,否
1525,遏,e,遏,16,木,是
1526,腭,e,齶,15,木,否
1527,锷,e,鍔,17,金,否
1528,鹗,e,鶚,20,木,否
1529,颚,e,顎,18,木,否
1530,噩,e,噩,16,木,否
1531,鳄,e,鰐,20,木,否
1532,恩,en,恩,10,土,是
1533,蒽,en,蒽,16,木,否
1534,摁,en,摁,14,木,否
1535,儿,er,兒,8,金,是
1536,而,er,而,6,金,是
1537,耏,er、nai,耏,9,金,否
1538,鸸,er,鴯,17,火,否
1539,鲕,er,鮞,17,火,否
1540,尔,er,爾,14,火,否
1541,耳,er,耳,6,火,是
1542,迩,er,邇,12,火,否
1543,洱,er,洱,10,水,是
1544,饵,er,餌,15,火,否
1545,珥,er,珥,11,火,否
1546,铒,er,鉺,14,金,否
1547,二,er,二,2,火,是
1548,佴,er,佴,8,火,是
1549,贰,er,貳,12,金,是
1550,发,fa,發,12,水,是
1551,乏,fa,乏,4,金,否
1552,伐,fa,伐,6,水,是
1553,垡,fa,垡,9,土,否
1554,罚,fa,罰,14,金,否
1555,阀,fa,閥,14,金,否
1556,筏,fa,栰,12,木,否
1557,法,fa,灋,9,水,是
1558,砝,fa,砝,10,土,否
1559,珐,fa,琺,10,金,否
1560,帆,fan,帆,6,水,否
1561,番,fan、pan,番,12,水,是
1562,幡,fan,幡,15,水,否
1563,翻,fan,飜,18,水,否
1564,藩,fan,藩,21,水,是
1565,凡,fan,凡,3,水,是
1566,矾,fan,礬,8,土,否
1567,钒,fan,釩,11,金,否
1568,烦,fan,煩,13,火,否
1569,樊,fan,樊,15,木,是
1570,蕃,fan、bo、pi,蕃,18,木,是
1571,燔,fan,燔,16,火,否
1572,璠,fan,璠,17,水,否
1573,繁,fan、po,繁,17,水,是
1574,蹯,fan,蹯,19,水,否
1575,蘩,fan,蘩,23,木,否
1576,反,fan,反,4,水,是
1577,返,fan,返,11,水,否
1578,氾,fan,氾,6,水,是
1579,犯,fan,犯,6,水,否
1580,汎,fan,汎,7,水,是
1581,泛,fan,泛,8,水,否
1582,饭,fan,飯,12,水,否
1583,范,fan,範,15,水,是
